corridor_id,camera_id,vehicle_id,from_frame,to_frame,from_camera,to_camera,description,class
2,c019,37,2689.0,2701.0,c024,c019,brown chevy pickup,2
2,c019,38,2708.0,2715.0,c024,c019,gray chevy suv,2
2,c019,39,2723.0,2728.0,c019,c024,blue honda sedan,2
2,c019,40,2728.0,2735.0,c024,c019,brown hyundai suv,2
2,c019,41,2980.0,2989.0,c024,c019,white buick sedan,2
2,c019,42,2988.0,2994.0,c019,c024,black chevy pickup,2
2,c019,43,3000.0,3008.0,c024,c019,blue chevy sedan,2
2,c019,44,3060.0,3072.0,c024,c019,gray ford suv,2
2,c019,45,3079.0,3106.0,c024,c019,blue ford pickup,2
2,c019,46,3130.0,3139.0,c019,c024,silver honda crv,2
2,c019,47,3159.0,3171.0,c024,c019,dark gray honda sedan,2
2,c019,48,3178.0,3186.0,c024,c019,red jeep suv,2
2,c019,49,3201.0,3210.0,c024,c019,white ford pickup,2
2,c019,50,3211.0,3220.0,c019,c024,gray hyundai suv,2
2,c019,51,3487.0,3492.0,c019,c024,green ford suv,2
2,c019,52,3560.0,3568.0,c024,c019,blue chevy pickup,2
2,c019,53,3588.0,3595.0,c019,c024,gray chevy suv,2
2,c019,54,3629.0,3638.0,c024,c019,red dodge suv,2
2,c019,55,3660.0,3669.0,c024,c019,red sedan,2
2,c019,56,3700.0,3710.0,c019,c024,orange ford sedan,2
2,c019,57,3812.0,3825.0,c024,c019,orange ford pickup,2
2,c019,58,3832.0,3843.0,c024,c019,blue jeep wrangler,2
2,c019,59,3860.0,3870.0,c024,c019,black buick suv,2
2,c019,60,3883.0,3892.0,c024,c019,gray nissan suv big,2
2,c024,9,79.0,89.0,c019,c027,white ram pickup,2
2,c024,10,113.0,120.0,c019,c027,red chevy pickup,2
2,c024,61,180.0,209.0,c027,c019,gray dodge minvan,2
2,c024,11,185.0,195.0,c019,c027,black buick sedan,2
2,c024,62,262.0,275.0,c019,c027,gray audi suv,2
2,c024,13,,309.0,,c027,gray kia sedan,2
2,c024,63,450.0,498.0,c027,c019,gray toyota pickup,2
2,c024,0,498.0,522.0,c027,c019,red gmc suv,2
2,c024,64,498.0,507.0,c019,c027,white van,2
2,c024,1,522.0,538.0,c027,c019,silver chevy sedan,2
2,c024,19,538.0,547.0,c019,c027,gold lincoln sedan,2
2,c024,2,547.0,561.0,c027,c019,white mustang,2
2,c024,3,567.0,580.0,c027,c019,black honda suv,2
2,c024,65,593.0,604.0,c019,c027,red ford sedan,2
2,c024,8,850.0,1000.0,c027,c019,silver toyota suv,2
2,c024,66,1000.0,1033.0,c027,c019,white ford pickup,2
2,c024,12,1033.0,1053.0,c027,c019,white toyota crv,2
2,c024,67,1037.0,1045.0,c019,c027,gold sedan,2
2,c024,14,1067.0,1084.0,c027,c019,gray volvo sedan,2
2,c024,23,1088.0,1097.0,c019,c027,police car,2
2,c024,15,1110.0,1126.0,c027,c019,purple toyota crv,2
2,c024,68,1163.0,1174.0,c019,c027,blue kia suv,2
2,c024,69,1230.0,1242.0,c027,c019,blue honda crv,2
2,c024,70,1273.0,1285.0,c027,c019,black hyundai suv,2
2,c024,95,1327.0,1339.0,c027,c019,silver acura sedan,2
2,c024,71,1355.0,1369.0,c027,c019,white chrystler minivan,2
2,c024,26,1553.0,1560.0,c019,c027,silver jeep wrangler,2
2,c024,16,1589.0,1602.0,c027,c019,silver acura sedan,2
2,c024,17,1619.0,1630.0,c027,c019,white chevy suv,2
2,c024,18,1687.0,1699.0,c027,c019,black ford sedan,2
2,c024,20,1773.0,1786.0,c027,c019,red ford suv,2
2,c024,21,1805.0,1821.0,c027,c019,black gmc suv,2
2,c024,22,1830.0,1845.0,c027,c019,green jeep suv,2
2,c024,72,1919.0,2111.0,c027,c019,silver chevy suv,2
2,c024,73,1951.0,1971.0,c019,c027,dark gray ram pickup,2
2,c024,32,2114.0,2126.0,c019,c027,red dodge minivan,2
2,c024,24,2119.0,2141.0,c027,c019,blue jeep suv,2
2,c024,74,2144.0,2165.0,c027,c019,white chevy pickup,2
2,c024,75,,2165.0,,c027,dark gray ford pickup,2
2,c024,25,2265.0,2276.0,c027,c019,red jeep box suv,2
2,c024,27,2284.0,2296.0,c027,c019,dark gray honda crv,2
2,c024,76,2320.0,2330.0,c027,c019,white jeep wrangler,2
2,c024,39,2384.0,2390.0,c019,c027,blue honda sedan,2
2,c024,28,2389.0,2398.0,c027,c019,gray hyundai suv,2
2,c024,77,2526.0,2608.0,c027,c019,black jeep suv,2
2,c024,42,2615.0,2630.0,c019,c027,black chevy pickup,2
2,c024,78,2745.0,2756.0,c027,c019,silver jeep suv,2
2,c024,30,2790.0,2804.0,c027,c019,silver chrystler suv,2
2,c024,46,2807.0,2816.0,c019,c027,silver toyota crv,2
2,c024,31,2835.0,2846.0,c027,c019,gray nissan suv,2
2,c024,50,2874.0,2885.0,c019,c027,gray hyundai suv,2
2,c024,33,2903.0,2913.0,c027,c019,white dodge minivan,2
2,c024,34,2923.0,2934.0,c027,c019,gold chevy sedan,2
2,c024,35,2973.0,2983.0,c027,c019,blue saab sedan,2
2,c024,36,3000.0,3012.0,c027,c019,white kia suv,2
2,c024,37,3032.0,3040.0,c027,c019,brown chevy pickup,2
2,c024,38,3045.0,3054.0,c027,c019,gray hyundai suv,2
2,c024,40,3077.0,3087.0,c027,c019,brown hyundai suv,2
2,c024,51,3160.0,3167.0,c019,c027,green ford suv,2
2,c024,79,3200.0,3214.0,c027,c019,silver chevy sedan,2
2,c024,53,3264.0,3273.0,c019,c027,gray chevy suv,2
2,c024,41,3313.0,3324.0,c027,c019,white buick sedan,2
2,c024,56,3343.0,3355.0,c019,c027,orange ford sedan,2
2,c024,43,3369.0,3380.0,c027,c019,blue ford sedan,2
2,c024,44,3432.0,3443.0,c027,c019,gray ford suv,2
2,c024,47,3537.0,3548.0,c027,c019,dark gray honda sedan,2
2,c024,48,3553.0,3564.0,c027,c019,red jeep suv,2
2,c024,49,3580.0,3592.0,c027,c019,white ford pickup,2
2,c024,80,3734.0,3746.0,c027,c019,gray chevy pickup,2
2,c024,81,3837.0,3848.0,c019,c027,silver sedan,2
2,c024,52,3890.0,3904.0,c027,c019,blue chevy pickup,2
2,c024,82,3902.0,3909.0,c019,c027,black chevy sedan,2
2,c024,83,3942.0,3952.0,c019,c027,white honda sedan,2
2,c024,54,3990.0,4000.0,c027,c019,red dodge suv,2
2,c024,55,4023.0,4036.0,c027,c019,red sedan,2
2,c024,84,4153.0,4164.0,c019,c027,gray suv,2
2,c024,85,4177.0,4185.0,c019,c027,dirty jeep wrangler,2
2,c024,57,4200.0,4212.0,c027,c019,orange ford pickup,2
2,c024,86,4209.0,4217.0,c019,c027,black honda crv,2
2,c024,58,4223.0,4234.0,c027,c019,blue jeep wrangler,2
2,c024,59,4261.0,4274.0,c027,c019,black buick suv,2
2,c024,60,4284.0,4295.0,c027,c019,gray nissan suv big,2
2,c027,19,,16.0,,c027,gold lincoln sedan,2
2,c027,87,50.0,78.0,c027,c024,green subaru sedan,2
2,c027,65,93.0,117.0,c024,c027,red ford sedan,2
2,c027,88,107.0,147.0,c027,c024,white kia suv,2
2,c027,89,203.0,238.0,c027,c024,white jeep suv,2
2,c027,90,305.0,330.0,c024,c027,green bus,7
2,c027,67,539.0,563.0,c024,c027,gold chevy sedan,2
2,c027,23,602.0,629.0,c024,c027,police car,2
2,c027,91,676.0,713.0,c027,c024,white sedan,2
2,c027,92,,702.0,,c027,black subaru forester,2
2,c027,93,718.0,744.0,c024,c027,red chevy sedan,2
2,c027,94,838.0,882.0,c027,c024,white buick suv,2
2,c027,1,984.0,1022.0,c027,c024,silver chevy sedan,2
2,c027,2,1022.0,1068.0,c027,c024,white mustang,2
2,c027,3,1050.0,1108.0,c027,c024,black honda suv,2
2,c027,96,1173.0,1204.0,c024,c027,brown chevy pickup with box,2
2,c027,97,1237.0,1276.0,c027,c024,orange dodge suv,2
2,c027,8,1399.0,1717.0,c027,c027,silver toyota suv,2
2,c027,32,1439.0,1468.0,c024,c027,red dodge minivan,2
2,c027,98,1447.0,,c027,,white chevy sedan,2
2,c027,99,1504.0,,c024,,blue sedan,2
2,c027,12,1505.0,1538.0,c027,c024,white toyota crv,2
2,c027,15,1548.0,1597.0,c027,c024,purple toyota crv,2
2,c027,100,1592.0,1688.0,c027,c024,black kia soul,2
2,c027,101,1635.0,1782.0,c027,c024,white toyota sedan,2
2,c027,102,1757.0,1782.0,c024,c027,red sedan,2
2,c027,95,1782.0,1851.0,c027,c024,silver hyundai sedan,2
2,c027,39,,1810.0,,c027,blue honda sedan,2
2,c027,71,1824.0,,c027,,white chrystler minivan,2
2,c027,42,1846.0,1876.0,c024,c027,green chevy pickup,2
2,c027,103,1950.0,1988.0,c027,c024,silver toyota minivan,2
2,c027,17,1963.0,2052.0,c027,c024,white chevy suv,2
2,c027,104,2023.0,2134.0,c027,c024,white gmc pickup,2
2,c027,105,2059.0,2167.0,c027,c024,gray chevy pickup,2
2,c027,20,2128.0,2270.0,c027,c024,red ford suv,2
2,c027,21,2179.0,2337.0,c027,c024,black gmc suv,2
2,c027,22,2223.0,2408.0,c027,c024,green jeep suv,2
2,c027,106,2275.0,2296.0,c024,c027,gray hyundai suv,2
2,c027,72,2316.0,2474.0,c027,c024,white chevy suburban,2
2,c027,50,2346.0,2368.0,c024,c027,gray hyundai suv,2
2,c027,107,2388.0,2624.0,c027,c024,black subaru forester,2
2,c027,24,2556.0,2766.0,c027,c024,blue jeep suv,2
2,c027,74,2578.0,2834.0,c027,c024,white chevy pickup,2
2,c027,25,2656.0,2968.0,c027,c024,red jeep box suv,2
2,c027,51,,2670.0,,c027,green ford suv,2
2,c027,76,2796.0,3058.0,c027,c024,white jeep wrangler,2
2,c027,108,2862.0,3103.0,c027,c024,red ford pickup,2
2,c027,77,2968.0,3171.0,c027,c024,black jeep suv,2
2,c027,109,3005.0,3031.0,c024,c027,blue toyota crv,2
2,c027,30,3161.0,3245.0,c027,c024,silver chrystler suv,2
2,c027,31,3206.0,3347.0,c027,c024,gray nissan suv,2
2,c027,33,3241.0,3374.0,c027,c024,white dodge minivan,2
2,c027,34,3262.0,3473.0,c027,c024,gold chevy sedan,2
2,c027,81,3324.0,3350.0,c024,c027,silver sedan,2
2,c027,35,3350.0,3568.0,c027,c024,blue saab sedan,2
2,c027,36,3369.0,3648.0,c027,c024,white kia suv,2
2,c027,38,3406.0,3731.0,c027,c024,gray hyundai suv,2
2,c027,40,3439.0,3809.0,c027,c024,brown hyundai suv,2
2,c027,110,3481.0,3509.0,c024,c027,red bentley sedan,2
2,c027,84,3546.0,3573.0,c024,c027,gray honda suv,2
2,c027,79,3583.0,,c027,,silver chevy sedan,2
2,c027,41,3613.0,,c027,,white buick sedan,2
2,c027,111,3656.0,,c024,,gold chevy blazer,2
2,c027,85,3682.0,3719.0,c024,c027,dirty jeep wrangler,2
2,c027,43,3726.0,,c027,,blue chevy sedan,2
2,c027,86,3735.0,3760.0,c024,c027,black honda crv,2
2,c027,112,3772.0,3799.0,c024,c027,white lexus sedan,2
3,c029,0,0.0,36.0,c029,c033,silver nissan suv,2
3,c029,1,42.0,86.0,c029,c033,red/black suv,2
3,c029,2,42.0,91.0,c033,c029,black mistu suv,2
3,c029,3,63.0,104.0,c033,c029,white hyundai sedan,2
3,c029,4,101.0,139.0,c033,c029,black jeep suv,2
3,c029,5,174.0,222.0,c033,c029,blue nissan sedan,2
3,c029,6,233.0,269.0,c029,c033,gold chevy sedan,2
3,c029,7,273.0,313.0,c029,c033,orange bug,2
3,c029,8,278.0,329.0,c033,c029,blue ford suv,2
3,c029,9,313.0,353.0,c033,c029,white ford sedan,2
3,c029,10,478.0,531.0,c033,c029,blue nissan suv,2
3,c029,11,511.0,552.0,c029,c033,white ford pickup,2
3,c029,12,552.0,586.0,c033,c029,white kia suv,2
3,c029,13,596.0,629.0,c029,c033,white lincoln suv,2
3,c029,14,649.0,693.0,c033,c029,white jeep suv,2
3,c029,15,712.0,748.0,c029,c033,silver pontiac sedan,2
3,c029,16,712.0,772.0,c033,c029,black mercury sedan,2
3,c029,17,734.0,770.0,c029,c033,dark gray volkswagen sedan,2
3,c029,18,757.0,801.0,c033,c029,white chevy suv,2
3,c029,19,801.0,849.0,c033,c029,black honda suv,2
3,c029,20,805.0,843.0,c029,c033,red chrystler minivan,2
3,c029,21,886.0,916.0,c033,c029,black ford suv,2
3,c029,22,886.0,921.0,c029,c033,red dodge minivan,2
3,c029,23,909.0,951.0,c029,c033,gray ram sedan,2
3,c029,24,964.0,1005.0,c029,c033,red mistubishi sedan,2
3,c029,25,1016.0,1065.0,c033,c029,black mistubishi sedan,2
3,c029,26,1034.0,1072.0,c029,c033,green dirty minivan,2
3,c029,27,1080.0,1117.0,c033,c029,silver subaru wagon,2
3,c029,28,1117.0,1150.0,c029,c033,brown chevy pickup,2
3,c029,29,1123.0,1168.0,c033,c029,green big bus,7
3,c029,30,1159.0,1195.0,c033,c029,white sedan,2
3,c029,31,1234.0,1289.0,c029,c033,silver dodge sedan,2
3,c029,32,1250.0,1289.0,c033,c029,silver subaru wagon,2
3,c029,33,1275.0,1316.0,c029,c033,gray chevy pickup with stuff,2
3,c029,34,1324.0,1357.0,c033,c029,white buick suv,2
3,c029,35,1399.0,1439.0,c033,c029,black volkswagen suv,2
3,c029,36,1407.0,1446.0,c029,c033,white work pickup,2
3,c029,37,1423.0,1457.0,c033,c029,black chevy sedan,2
3,c029,38,1428.0,1466.0,c029,c033,white chevy minivan,2
3,c029,39,1446.0,1481.0,c033,c029,gray sedan,2
3,c029,40,1475.0,1509.0,c033,c029,gray honda fit,2
3,c029,41,1498.0,1534.0,c033,c029,white jeep wrangler,2
3,c029,42,1528.0,1556.0,c029,c033,gray honda sedan,2
3,c029,43,1543.0,1583.0,c029,c033,blue chrystler minivan,2
3,c029,44,1589.0,1635.0,c033,c029,black honda suv,2
3,c029,45,1610.0,1649.0,c029,c033,silver audi sedan,2
3,c029,46,1619.0,1679.0,c033,c029,silver honda suv,2
3,c029,47,1631.0,1673.0,c029,c033,silver nissan wagon,2
3,c029,48,1659.0,1710.0,c033,c029,silver chrystler minivan,2
3,c029,49,1700.0,1741.0,c033,c029,red dodge suv,2
3,c029,50,1718.0,1762.0,c033,c029,blue ram minivan,2
3,c029,51,1757.0,1787.0,c029,c033,black mazda sedan,2
3,c029,52,1772.0,1815.0,c029,c033,black chevy pickup,2
3,c029,53,1805.0,1860.0,c033,c029,red jeep suv,2
3,c029,54,1815.0,1850.0,c029,c033,blue toyota suv,2
3,c029,55,1843.0,1889.0,c029,c033,black gmc suv,2
3,c029,56,1881.0,1922.0,c029,c033,silver sedan,2
3,c029,57,1937.0,1989.0,c033,c029,white chevy pickup,2
3,c029,58,1942.0,1983.0,c029,c033,black suv,2
3,c029,59,2023.0,2062.0,c029,c033,red chrystler sedan,2
3,c029,60,2093.0,2145.0,c033,c029,red chevy suv,2
3,c029,61,2102.0,2136.0,c029,c033,blue ford suv,2
3,c029,62,2111.0,2159.0,c033,c029,white toyota suv,2
3,c029,63,2136.0,2180.0,c033,c029,purple toyota suv,2
3,c029,64,2145.0,2187.0,c029,c033,red chevy suv,2
3,c029,65,2159.0,2209.0,c033,c029,purple buick sedan,2
3,c029,66,2216.0,2255.0,c033,c029,black kia soul,2
3,c029,67,2240.0,2289.0,c033,c029,red chrystler sedan,2
3,c029,68,2274.0,2329.0,c033,c029,blue ford pickup,2
3,c029,69,2285.0,2325.0,c029,c033,red buick suv,2
3,c029,70,2350.0,2409.0,c033,c029,white ford sedan,2
3,c029,71,2363.0,2398.0,c029,c033,silver chevy suv,2
3,c029,72,2385.0,2426.0,c029,c033,black honda suv,2
3,c029,73,2417.0,2455.0,c029,c033,white jeep suv,2
3,c029,74,2421.0,2486.0,c033,c029,gray hyundai sedan,2
3,c029,75,2483.0,2528.0,c029,c033,black toyota sedan,2
3,c029,76,2520.0,2574.0,c033,c029,gold toyota minivan,2
3,c029,77,2544.0,2597.0,c033,c029,white chevy suv,2
3,c029,78,2563.0,2600.0,c029,c033,gray chevy suv,2
3,c029,79,2584.0,2628.0,c033,c029,black jeep suv,2
3,c029,80,2584.0,2618.0,c029,c033,white honda sedan,2
3,c029,81,2678.0,2725.0,c029,c033,white chevy pickup,2
3,c029,82,2744.0,2790.0,c033,c029,silver honda minivan,2
3,c029,83,2786.0,2823.0,c029,c033,silver honda fit,2
3,c029,84,2795.0,2864.0,c033,c029,black ford sedan,2
3,c029,85,2830.0,2887.0,c033,c029,white chevy pickup,2
3,c029,86,2879.0,2922.0,c029,c033,red dodge minivan,2
3,c029,87,2892.0,,c033,,red ford suv,2
3,c029,88,2910.0,2951.0,c029,c033,gray subaru sedan,2
3,c029,89,2922.0,2970.0,c029,c033,white kia suv,2
3,c029,90,2929.0,2973.0,c033,c029,black honda suv,2
3,c029,91,2964.0,3001.0,c033,c029,black gmc suv,2
3,c029,92,2981.0,3021.0,c029,c033,black toyota suv,2
3,c029,93,3003.0,3041.0,c029,c033,dirty jeep,2
3,c029,94,3109.0,3150.0,c033,c029,black jeep suv,2
3,c029,95,3137.0,3188.0,c033,c029,white chevy suv,2
3,c029,96,3165.0,3216.0,c033,c029,black dodge minivan,2
3,c029,97,3180.0,3213.0,c029,c033,silver chevy suv,2
3,c029,98,3271.0,3308.0,c029,c033,black dodge sedan,2
3,c029,99,3278.0,3329.0,c033,c029,blue jeep suv,2
3,c029,100,3287.0,3321.0,c029,c033,white honda fit,2
3,c029,101,3354.0,3392.0,c033,c029,gold chevy suv,2
3,c029,102,3383.0,3417.0,c029,c033,black honda sedan,2
3,c029,103,3392.0,3449.0,c033,c029,gray ford suv,2
3,c029,104,3402.0,3437.0,c029,c033,black jeep wrangler,2
3,c029,105,3453.0,3490.0,c029,c033,white jeep suv,2
3,c029,106,3468.0,3502.0,c029,c033,white jeep wrangler,2
3,c029,107,3472.0,3523.0,c033,c029,blue toyota sedan,2
3,c029,108,3511.0,,c029,,black chevy suv,2
3,c029,109,3517.0,,c033,,red jeep suv,2
3,c033,110,,11.0,,c034,black dodge minivan,2
3,c033,117,34.0,240.0,c034,c029,green big bus,7
3,c033,111,,38.0,,c034,red chevy sedan,2
3,c033,6,53.0,111.0,c029,c034,gold chevy sedan,2
3,c033,112,66.0,111.0,c034,c029,red audi sedan,2
3,c033,7,99.0,154.0,c029,c034,orange bug,2
3,c033,113,99.0,141.0,c034,c029,red toyota suv,2
3,c033,114,135.0,184.0,c029,c034,black sedan,2
3,c033,115,154.0,190.0,c034,c029,blue nissan sedan,2
3,c033,116,217.0,274.0,c034,c029,silver sedan,2
3,c033,2,236.0,295.0,c034,c029,black mistu suv,2
3,c033,4,250.0,295.0,c034,c029,black jeep suv,2
3,c033,118,259.0,319.0,c034,c029,white honda sedan,2
3,c033,119,304.0,348.0,c034,c029,white chrystler sedan,2
3,c033,120,332.0,391.0,c034,c029,black nissan sedan,2
3,c033,11,355.0,398.0,c029,c034,white ford pickup,2
3,c033,121,371.0,404.0,c034,c029,white toyota hatchback,2
3,c033,122,409.0,449.0,c034,c029,black ram pickup,2
3,c033,13,449.0,489.0,c029,c034,white lincoln suv,2
3,c033,8,463.0,498.0,c034,c029,blue ford suv,2
3,c033,9,463.0,498.0,c034,c029,white ford sedan,2
3,c033,123,498.0,536.0,c029,c034,white honda suv,2
3,c033,124,514.0,542.0,c034,c029,silver toyota sedan,2
3,c033,125,549.0,575.0,c034,c029,white work van,2
3,c033,15,561.0,593.0,c029,c034,silver pontiac sedan,2
3,c033,17,579.0,616.0,c029,c034,dark gray volkswagen sedan,2
3,c033,126,605.0,647.0,c029,c034,black nissan suv,2
3,c033,20,663.0,693.0,c029,c034,red chrystler minivan,2
3,c033,127,668.0,702.0,c034,c029,black nissan suv,2
3,c033,128,704.0,726.0,c034,c029,tan suv,2
3,c033,22,713.0,753.0,c029,c034,red dodge minivan,2
3,c033,23,755.0,789.0,c029,c034,gray ram sedan,2
3,c033,14,811.0,835.0,c034,c029,white jeep suv,2
3,c033,24,816.0,848.0,c029,c034,red mistubishi sedan,2
3,c033,25,1214.0,1252.0,c034,c029,black mistubishi sedan,2
3,c033,26,884.0,919.0,c029,c034,green dirty minivan,2
3,c033,16,894.0,936.0,c034,c029,black mercury sedan,2
3,c033,129,899.0,927.0,c029,c034,black ram pickup,2
3,c033,130,919.0,967.0,c029,c034,green pontiac sedan,2
3,c033,18,936.0,967.0,c034,c029,white chevy suv,2
3,c033,19,967.0,1000.0,c034,c029,black honda suv,2
3,c033,28,985.0,1008.0,c029,c034,brown chevy pickup,2
3,c033,131,1000.0,1035.0,c029,c034,white ford suv,2
3,c033,21,1005.0,1035.0,c034,c029,black ford suv,2
3,c033,132,1057.0,1088.0,c034,c029,white kia sedan,2
3,c033,133,1074.0,1112.0,c029,c034,gray chevy suv,2
3,c033,134,1080.0,1115.0,c034,c029,white chevy pickup,2
3,c033,135,1093.0,1132.0,c029,c034,black ford sedan,2
3,c033,33,1126.0,1162.0,c029,c034,gray chevy pickup with stuff,2
3,c033,36,1232.0,1272.0,c029,c034,white work pickup,2
3,c033,27,1242.0,1277.0,c034,c029,silver subaru wagon,2
3,c033,38,1252.0,1294.0,c029,c034,white chevy minivan,2
3,c033,136,1287.0,1328.0,c029,c034,silver subaru sedan,2
3,c033,29,1294.0,1333.0,c034,c029,green big bus,7
3,c033,30,1322.0,1347.0,c034,c029,white chevy sedan,2
3,c033,42,1367.0,1404.0,c029,c034,gray honda sedan,2
3,c033,137,1376.0,1419.0,c034,c029,white ford sedan,2
3,c033,43,1383.0,1421.0,c029,c034,blue chrystler minivan,2
3,c033,138,1404.0,1443.0,c029,c034,green dodge pickup,2
3,c033,139,1412.0,1454.0,c034,c029,black mustang,2
3,c033,32,1426.0,1447.0,c034,c029,silver subaru wagon,2
3,c033,45,1458.0,1497.0,c029,c034,silver audi sedan,2
3,c033,140,1477.0,,c034,,red subaru wagon,2
3,c033,47,1477.0,1507.0,c029,c034,silver nissan wagon,2
3,c033,34,1499.0,1530.0,c034,c029,white buick suv,2
3,c033,141,1499.0,1548.0,c029,c034,black ford suv,2
3,c033,142,1515.0,1763.0,c034,c029,white toyota suv,2
3,c033,143,1548.0,1587.0,c029,c034,white mazda suv,2
3,c033,144,1548.0,1575.0,c029,c034,silver ford car,2
3,c033,51,1557.0,1626.0,c029,c034,black mazda sedan,2
3,c033,37,1593.0,1614.0,c034,c029,black chevy sedan,2
3,c033,52,1601.0,1645.0,c029,c034,black chevy pickup,2
3,c033,39,1614.0,1631.0,c034,c029,gray sedan,2
3,c033,54,1645.0,1688.0,c029,c034,blue toyota suv,2
3,c033,41,1678.0,1703.0,c034,c029,white jeep wrangler,2
3,c033,55,1680.0,1714.0,c029,c034,black gmc suv,2
3,c033,145,1694.0,1716.0,c034,c029,white sedan,2
3,c033,146,1721.0,1747.0,c034,c029,red wagon,2
3,c033,56,1724.0,1763.0,c029,c034,silver sedan,2
3,c033,35,1738.0,1793.0,c034,c029,black volkswagen suv,2
3,c033,40,1756.0,1817.0,c034,c029,gray honda fit,2
3,c033,44,1773.0,1793.0,c034,c029,black honda suv,2
3,c033,58,1800.0,1835.0,c029,c034,black suv,2
3,c033,46,1809.0,1839.0,c034,c029,silver honda suv,2
3,c033,147,1843.0,1878.0,c034,c029,blue volvo sedan,2
3,c033,48,1866.0,1902.0,c034,c029,silver chrystler minivan,2
3,c033,49,1886.0,1921.0,c034,c029,red dodge suv,2
3,c033,59,1886.0,1916.0,c029,c034,red chrystler sedan,2
3,c033,148,1911.0,1944.0,c029,c034,black toyota sedan,2
3,c033,50,1916.0,1954.0,c034,c029,blue ram minivan,2
3,c033,149,1958.0,1989.0,c034,c029,black jeep suv,2
3,c033,150,1964.0,1996.0,c029,c034,black ford suv,2
3,c033,60,2276.0,2317.0,c034,c029,red chevy suv,2
3,c033,53,1994.0,2039.0,c034,c029,red jeep suv,2
3,c033,151,2000.0,2035.0,c029,c034,white chevy van,2
3,c033,152,2039.0,2071.0,c029,c034,black gmc suv,2
3,c033,154,2056.0,2093.0,c029,c034,white range rover,2
3,c033,153,2067.0,2115.0,c034,c029,silver chevy sedan,2
3,c033,69,2115.0,2152.0,c029,c034,red buick suv,2
3,c033,157,2125.0,2163.0,c029,c034,white jeep suv,2
3,c033,57,2134.0,2163.0,c034,c029,white chevy pickup,2
3,c033,155,2143.0,2182.0,c029,c034,silver jeep suv,2
3,c033,71,2177.0,2220.0,c029,c034,silver chevy suv,2
3,c033,156,2200.0,2236.0,c029,c034,gold chevy suv,2
3,c033,72,2220.0,2258.0,c029,c034,black honda suv,2
3,c033,62,2289.0,2328.0,c034,c029,white toyota suv,2
3,c033,75,2295.0,2335.0,c029,c034,black toyota sedan,2
3,c033,63,2323.0,2345.0,c034,c029,purple toyota suv,2
3,c033,65,2345.0,2370.0,c034,c029,purple buick sedan,2
3,c033,158,2357.0,2402.0,c029,c034,red dodge pickup,2
3,c033,66,2373.0,2426.0,c034,c029,black kia soul,2
3,c033,78,2397.0,2440.0,c029,c034,gray chevy suv,2
3,c033,67,2399.0,2455.0,c034,c029,red chrystler sedan,2
3,c033,80,2417.0,2454.0,c029,c034,white honda sedan,2
3,c033,159,2440.0,2481.0,c029,c034,white mazda sedan,2
3,c033,68,2450.0,2464.0,c034,c029,blue ford pickup,2
3,c033,81,2515.0,2553.0,c029,c034,white chevy pickup,2
3,c033,160,2539.0,2575.0,c029,c034,gray chrysler sedan,2
3,c033,161,2548.0,2584.0,c034,c029,white chevy suv,2
3,c033,162,2548.0,2584.0,c034,c029,silver buick sedan,2
3,c033,70,2566.0,2607.0,c034,c029,white ford sedan,2
3,c033,186,2566.0,2622.0,c029,c034,big green bus,7
3,c033,163,2598.0,2629.0,c034,c029,black ford suv,2
3,c033,83,2614.0,2651.0,c029,c034,silver honda fit,2
3,c033,74,2622.0,2661.0,c034,c029,gray hyundai sedan,2
3,c033,164,2657.0,2696.0,c034,c029,white ford pickup,2
3,c033,86,2686.0,2714.0,c029,c034,red dodge minivan,2
3,c033,88,2702.0,2744.0,c029,c034,gray subaru sedan,2
3,c033,76,2722.0,2762.0,c034,c029,gold toyota minivan,2
3,c033,77,2722.0,2768.0,c034,c029,white chevy suv,2
3,c033,165,2754.0,2797.0,c029,c034,black ford pickup,2
3,c033,79,2758.0,2783.0,c034,c029,black jeep suv,2
3,c033,92,2835.0,2871.0,c029,c034,black toyota suv,2
3,c033,166,2844.0,2916.0,c034,c029,gray ford pickup,2
3,c033,93,2855.0,2893.0,c029,c034,dirty jeep,2
3,c033,173,2866.0,2911.0,c029,c034,silver suv,2
3,c033,167,2876.0,2975.0,c034,c029,black mazda suv,2
3,c033,168,2916.0,2936.0,c034,c029,blue minivan,2
3,c033,169,2939.0,2975.0,c029,c034,blue chrysler minivan,2
3,c033,170,2943.0,2963.0,c034,c029,black sedan,2
3,c033,171,2975.0,3009.0,c029,c034,black jeep suv,2
3,c033,172,2981.0,3020.0,c029,c034,white buick sedan,2
3,c033,85,3027.0,3065.0,c034,c029,white chevy pickup,2
3,c033,97,3042.0,3075.0,c029,c034,silver chevy suv,2
3,c033,174,3060.0,3098.0,c029,c034,red honda suv,2
3,c033,87,3075.0,3104.0,c034,c029,red ford suv,2
3,c033,90,3104.0,3130.0,c034,c029,black honda suv,2
3,c033,98,3117.0,3154.0,c029,c034,black dodge sedan,2
3,c033,91,3124.0,3154.0,c034,c029,black gmc suv,2
3,c033,100,3134.0,3166.0,c029,c034,white honda fit,2
3,c033,175,3225.0,3257.0,c034,c029,black volkswagen sedan,2
3,c033,102,3234.0,3279.0,c029,c034,black honda sedan,2
3,c033,176,3240.0,3265.0,c034,c029,gray nissan sedan,2
3,c033,177,3240.0,3265.0,c034,c029,black hyundai suv,2
